tag,question,optionA,optionB,answer
headache,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に頭痛がありましたか？
「犬のブログを通じて知り合った人が鼻づまりで息ができず苦しいらしい。たかが鼻水だけの鼻風邪と侮れない。」",頭痛がある,頭痛がない,B
fever,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に熱がありましたか？
「犬のブログを通じて知り合った人が鼻づまりで息ができず苦しいらしい。たかが鼻水だけの鼻風邪と侮れない。」",熱がある,熱がない,B
runnynose,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に鼻水・鼻づまりがありましたか？
「犬のブログを通じて知り合った人が鼻づまりで息ができず苦しいらしい。たかが鼻水だけの鼻風邪と侮れない。」",鼻水・鼻づまりがある,鼻水・鼻づまりがない,B
cold,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に風邪をひいていますか？
「犬のブログを通じて知り合った人が鼻づまりで息ができず苦しいらしい。たかが鼻水だけの鼻風邪と侮れない。」",風邪をひいている,風邪をひいていない,B
influenza,"SNSで以下の投稿をした本人または周囲の人間は、1日以内にインフルエンザでしたか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",インフルエンザである,インフルエンザでない,B
diarrhea,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に下痢でしたか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",下痢である,下痢でない,B
hayfever,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に花粉症でしたか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",花粉症である,花粉症でない,B
cough,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に咳・たんがでましたか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",咳・たんがでる,咳・たんがでない,B
headache,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に頭痛がありましたか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",頭痛がある,頭痛がない,B
fever,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に熱がありましたか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",熱がある,熱がない,B
runnynose,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に鼻水・鼻づまりがありましたか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",鼻水・鼻づまりがある,鼻水・鼻づまりがない,B
cold,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に風邪をひいていますか？
「風邪だから薬を飲んでいるけど、副作用のせいで眠い。休めるなら休めばよかった・・・」",風邪をひいている,風邪をひいていない,A
influenza,"SNSで以下の投稿をした本人または周囲の人間は、1日以内にインフルエンザでしたか？
「痰が出てるから熱計ってみたら、高熱だった。」",インフルエンザである,インフルエンザでない,B
diarrhea,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に下痢でしたか？
「痰が出てるから熱計ってみたら、高熱だった。」",下痢である,下痢でない,B
hayfever,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に花粉症でしたか？
「痰が出てるから熱計ってみたら、高熱だった。」",花粉症である,花粉症でない,B
cough,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に咳・たんがでましたか？
「痰が出てるから熱計ってみたら、高熱だった。」",咳・たんがでる,咳・たんがでない,A
headache,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に頭痛がありましたか？
「痰が出てるから熱計ってみたら、高熱だった。」",頭痛がある,頭痛がない,B
fever,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に熱がありましたか？
「痰が出てるから熱計ってみたら、高熱だった。」",熱がある,熱がない,A
runnynose,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に鼻水・鼻づまりがありましたか？
「痰が出てるから熱計ってみたら、高熱だった。」",鼻水・鼻づまりがある,鼻水・鼻づまりがない,B
cold,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に風邪をひいていますか？
「痰が出てるから熱計ってみたら、高熱だった。」",風邪をひいている,風邪をひいていない,B
influenza,"SNSで以下の投稿をした本人または周囲の人間は、1日以内にインフルエンザでしたか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",インフルエンザである,インフルエンザでない,B
diarrhea,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に下痢でしたか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",下痢である,下痢でない,B
hayfever,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に花粉症でしたか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",花粉症である,花粉症でない,A
cough,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に咳・たんがでましたか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",咳・たんがでる,咳・たんがでない,B
headache,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に頭痛がありましたか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",頭痛がある,頭痛がない,B
fever,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に熱がありましたか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",熱がある,熱がない,A
runnynose,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に鼻水・鼻づまりがありましたか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",鼻水・鼻づまりがある,鼻水・鼻づまりがない,A
cold,"SNSで以下の投稿をした本人または周囲の人間は、1日以内に風邪をひいていますか？
「花粉症だと思っていたのにまさかの微熱。風邪かもしれない。」",風邪をひいている,風邪をひいていない,A
